"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"207","LAWD 83","318.320228895725","-81.8202439681947","52.77","5.6076","-4.9926","-52.2331","DA4.8","","","",""
"208","LSPM J1108+6830","167.12822375238","68.5046444901114","52.77","-18.8504","4.3075","49.0997","L1e","","","",""
"209","Ross  265","330.454355923409","16.4674568318551","52.79","44.0415","-24.9638","14.9644","M2.5V","0.42","584640.0","3000.0","0.3"
"210","2MASSI J1721039+334415","260.265137996415","33.7380368118056","52.79","-7.4229","-43.2673","29.3194","L5.3:V","","","",""
"211","HD 109200","188.380760599337","-68.7558090835783","52.8","-18.9274","-2.7885","-49.212","K1V","0.86","1197120.0","4000.0","0.7"
"212","Ross  193B","314.199102505107","-4.84431595447861","52.81","36.6852","-37.7254","-4.4597","DC10","","","",""
"213","SCR J0723-8015","110.998340391261","-80.2550042948917","52.84","-3.205","8.3499","-52.0776","M6V","0.26","361920.0","3000.0","0.3"
"214","2MASS J14003541-3850109","210.147565","-38.836384","52.86","-35.6053","-20.6792","-33.1484","T4","","","",""
"215","2MASS J04041807+4127398","61.0752780167662","41.4610235674878","52.87","19.1632","34.6786","35.0058","L2","","","",""
"216","CD-30 17706","302.736869546673","-30.2185075396286","52.87","24.7059","-38.429","-26.6094","DA3.1","","","",""
"217","Wolf 1530","26.2435380630996","16.3442324070733","52.88","45.5126","22.4379","14.8808","M4V","0.34","473280.0","3000.0","0.3"
"218","HD  24451","60.3317682504621","76.1593731815953","52.9","6.2639","10.9959","51.364","K4","0.74","1030080.0","4000.0","0.7"
"219","LP  374-39","170.783207436566","25.8935672093547","52.9","-46.9748","7.6224","23.1015","M5V","0.3","417600.0","3000.0","0.3"
"220","PM J19296-7444","292.40956269597","-74.74504261839","52.92","5.3082","-12.8725","-51.0553","M3","0.38","528960.0","3000.0","0.3"
"221","G  33-35","15.8089851034373","20.0978457767224","52.93","47.8268","13.5417","18.188","M3V","0.38","528960.0","3000.0","0.3"
"222","Wolf 1494","207.20252501486","4.10064847128","53.05","-47.0617","-24.189","3.7935","dM5.0","","","",""
"223","G 238-55","208.210527017557","66.8183363246028","53.06","-18.4059","-9.8735","48.776","M5V","0.3","417600.0","3000.0","0.3"
"224","* I Car","156.098773031417","-74.0316110835011","53.09","-13.3529","5.9176","-51.0414","F3V","1.41","1962720.0","6500.0","1.3"
"225","G 249-36","91.3725070017908","60.8229067347203","53.1","-0.6201","25.8794","46.3625","M4.5V","0.34","473280.0","3000.0","0.3"
"226","L  345-91","282.172288","-46.785507","53.1","7.6664","-35.5418","-38.699","M2.5Ve","0.42","584640.0","3000.0","0.3"
"227","PM J07349+1445","113.73470643261","14.76494629523","53.15","-20.6866","47.0479","13.5455","M3.0Ve","0.38","528960.0","3000.0","0.3"
"228","G  77-48","50.5170841099908","2.94298040671361","53.16","33.7571","40.9755","2.7293","M4.5V","0.34","473280.0","3000.0","0.3"
"229","L  240-16","114.050097794364","-51.9225592393047","53.16","-13.3611","29.9391","-41.8464","M3.5V","0.38","528960.0","3000.0","0.3"
"230","BD+12  1944","134.269480207987","11.6468946063914","53.19","-36.364","37.3033","10.738","M1V","0.46","640320.0","3000.0","0.3"
"231","HD 113538","196.239485567294","-52.4429238602767","53.19","-31.1284","-9.0669","-42.1662","K9Vk:","0.54","751680.0","4000.0","0.7"
"232","G 222-2","63.5081355727967","82.2601150565033","53.2","3.196","6.4124","52.7153","M5V","0.3","417600.0","3000.0","0.3"
"233","2MASS J05423145-1628323","85.631043","-16.475651","53.21","3.887","50.8769","-15.0908","T6.5","","","",""
"234","SCR J1656-2046","254.14004391666","-20.77710384301","53.22","-13.5985","-47.8648","-18.8789","M6","0.26","361920.0","3000.0","0.3"
"235","HD 128311","219.002334485649","9.74651515924056","53.23","-40.7691","-33.0169","9.0113","K3V","0.78","1085760.0","4000.0","0.7"
"236","LP  664-13","121.403944025393","-9.543990838955","53.24","-27.3577","44.8122","-8.8274","M5","0.3","417600.0","3000.0","0.3"
"237","Ross  249","357.013075042447","49.0159181421028","53.24","34.87","-1.8195","40.1904","M3V","0.38","528960.0","3000.0","0.3"
"238","LSR J1809-0219","272.432098422683","-2.3264048160566","53.25","2.2578","-53.1582","-2.1615","M4.5V","0.34","473280.0","3000.0","0.3"
"239","BD+24  2733","216.431145341701","23.6170806332406","53.26","-39.2624","-28.9797","21.3371","M3V","0.38","528960.0","3000.0","0.3"
"240","HD  21749","51.7467610198117","-63.4991008136003","53.27","14.7167","18.6659","-47.6728","K4.5V","0.74","1030080.0","4000.0","0.7"
"241","L  153-43","239.301599224602","-61.48211830766","53.28","-12.9864","-21.873","-46.8154","M4","0.34","473280.0","3000.0","0.3"
"242","G 162-70","158.75465624273","-9.41071636256","53.28","-48.9906","19.0468","-8.7118","dM3.0","","","",""
"243","BD+24  2733B","216.444384358506","23.6204747070053","53.29","-39.2768","-29.0043","21.352","M3V","0.38","528960.0","3000.0","0.3"
"244","WISE J154459.27+584204.5","236.247345208333","58.7028430277778","53.29","-15.3809","-23.0168","45.5355","T7.5","","","",""
"245","WISE J215751.35+265931.4","329.463745083333","26.9923046666667","53.29","40.8992","-24.1263","24.1868","T7","","","",""
"246","UCAC3 42-239515","284.01819167427","-69.36677567458","53.3","4.5496","-18.2227","-49.8811","M3.0V","0.38","528960.0","3000.0","0.3"
"247","HD 158614","262.59915410447","-1.0629133759566","53.3","-6.8644","-52.8469","-0.9887","G9-IV-VHdel1","0.92","1280640.0","5500.0","1.0"
"248","EGGR 199","267.458947739647","82.7739060988108","53.32","-0.2973","-6.7003","52.8965","DA6.8","","","",""
"249","LEHPM 2-783","304.957547282396","-58.2786060263081","53.33","16.0663","-22.9812","-45.3633","M6","0.26","361920.0","3000.0","0.3"
"250","L  204-148","264.635412667121","-58.5428955099011","53.34","-2.6025","-27.7141","-45.5007","M4e","0.34","473280.0","3000.0","0.3"
"251","2MASS J21265916+7617440","321.746440023014","76.2953829163705","53.34","9.9237","-7.8242","51.8214","T0p","","","",""
"252","G 250-33","106.108089087177","68.2887925560158","53.34","-5.4746","18.9573","49.5561","M3.0V","0.38","528960.0","3000.0","0.3"
"253","G 209-38","309.19180901935","38.84240913599","53.35","26.2581","-32.205","33.4601","dM4.0","","","",""
"254","WISE J233226.49-432510.6","353.109410541667","-43.4189344166667","53.38","38.4924","-4.6517","-36.6895","T9:","","","",""
"255","PSO J192.5647+26.4796","192.566413208333","26.4813043055556","53.38","-46.6348","-10.3954","23.8025","T6.5","","","",""
"256","* ksi Peg B","341.676424480746","12.1725333901108","53.4","49.5527","-16.4106","11.2597","M3.5","0.38","528960.0","3000.0","0.3"
"257","L  397-71","181.662962580052","-44.4648860561583","53.4","-38.0945","-1.106","-37.4052","M4","0.34","473280.0","3000.0","0.3"
"258","Ross  791","44.3793885809417","10.790160049015","53.42","37.5055","36.7017","10.0009","M4V","0.34","473280.0","3000.0","0.3"
"259","HD     55","1.32370246402167","-67.8325898209356","53.46","20.1658","0.466","-49.5085","K4.5V","0.74","1030080.0","4000.0","0.7"
"260","HD  40887","90.0813521246525","-31.0287806411088","53.47","-0.0651","45.8189","-27.5621","K5V+K5V","0.7","974400.0","4000.0","0.7"
"261","LP  497-33","198.5849027","13.3336128","53.47","-49.3155","-16.582","12.3313","M6.0V","0.26","361920.0","3000.0","0.3"
"262","LP   25-2","278.96587251561","80.09432781655","53.47","1.4335","-9.0859","52.6729","M4.0Ve","0.34","473280.0","3000.0","0.3"
"263","* alf Cir","220.626752717055","-64.9751330126364","53.47","-17.1666","-14.7275","-48.4505","A7VpSrCrEu","1.8","2505600.0","8500.0","2.0"
"264","Wolf 1084","310.830259921459","55.3480834564472","53.5","19.8889","-23.0169","44.0103","M5Ve","0.3","417600.0","3000.0","0.3"
"265","Ross  298","353.76609583498","25.24928629478","53.52","48.1205","-5.2564","22.8294","dM4.0","","","",""
"266","G 233-42","347.491081555128","55.1131605102206","53.54","29.8957","-6.6326","43.918","M5V","0.3","417600.0","3000.0","0.3"
"267","* ksi Peg","341.673249392639","12.1728857944744","53.54","49.6816","-16.4564","11.2896","F6V","1.32","1837440.0","6500.0","1.3"
"268","V* V1274 Her","263.47157599304","16.92029623133","53.55","-5.8249","-50.8996","15.5853","M6V","0.26","361920.0","3000.0","0.3"
"269","2MASS J23435046-7418485","355.960273","-74.313484","53.56","14.4452","-1.0202","-51.5652","T6","","","",""
"270","G 233-42B","347.493894749156","55.1137303179983","53.56","29.9068","-6.6335","43.9347","DA","","","",""
"271","LP  988-129","2.43768316282","-42.02757495777","53.57","39.757","1.6925","-35.8645","M4.0Ve","0.34","473280.0","3000.0","0.3"
"272","G 201-54","233.516047459483","51.3673451387642","53.61","-19.9012","-26.9107","41.8782","M4.5V","0.34","473280.0","3000.0","0.3"
"273","LP  209-59","132.286106015562","39.6073261370089","53.62","-27.7951","30.5613","34.184","M5V","0.3","417600.0","3000.0","0.3"
"274","HD 120780","208.149389864656","-50.9217081557581","53.62","-29.8031","-15.9464","-41.6244","K0V","0.9","1252800.0","4000.0","0.7"
"275","* alf Cir B","220.61934162728","-64.9781157994844","53.62","-17.2148","-14.7649","-48.5876","K5V","0.7","974400.0","4000.0","0.7"
"276","HD 283779","71.1085695688704","27.8622358430831","53.63","15.3511","44.8589","25.0638","M1.5V","0.46","640320.0","3000.0","0.3"
"277","WISE J072312.44+340313.5","110.802020791667","34.0547263055555","53.64","-15.7827","41.5439","30.0376","T9:","","","",""
"278","WISE J003231.09-494651.4","8.131121875","-49.7785966944444","53.64","34.2894","4.8991","-40.9571","T8.5","","","",""
"279","2MASS J03230145+5626012","50.756059","56.433674","53.64","18.7621","22.9687","44.6953","L7","","","",""
"280","LEHPM 2-5312","303.13243145689","-59.9476866512394","53.65","14.6851","-22.499","-46.4378","DC9","","","",""
"281","CD-72  1700","327.273995261689","-72.1025349923736","53.67","13.8755","-8.9168","-51.0728","M1Ve","0.46","640320.0","3000.0","0.3"
"282","G  68-5","349.367264330265","19.6131157693156","53.67","49.6881","-9.3283","18.0153","M2V","0.42","584640.0","3000.0","0.3"
"283","G 170-12","256.09307414152","16.9321032193617","53.7","-12.3471","-49.8663","15.6395","M3V","0.38","528960.0","3000.0","0.3"
"284","L  156-46","262.030520019353","-62.45396235858","53.71","-3.4438","-24.5989","-47.6214","M4","0.34","473280.0","3000.0","0.3"
"285","EGGR 436","197.171643584257","85.0411560184769","53.72","-4.4366","-1.3709","53.5189","DA9P","","","",""
"286","G 100-50","89.7220486373486","21.3504357345341","53.73","0.2428","50.042","19.5615","M5.0V","0.3","417600.0","3000.0","0.3"
"287","UCAC4 554-051865","229.63107006908","20.60782389577","53.73","-32.5744","-38.3169","18.9113","M4.5V","0.34","473280.0","3000.0","0.3"
"288","L  315-66","131.830550758344","-46.8789497187055","53.76","-24.5078","27.3811","-39.24","M4","0.34","473280.0","3000.0","0.3"
"289","G  28-39","347.029016981163","3.32899323687806","53.76","52.2999","-12.0465","3.1218","M0V","0.5","696000.0","3000.0","0.3"
"290","2MASS J22254853+6421479","336.452264015167","64.3633676297258","53.8","21.3389","-9.2996","48.5037","L1pec","","","",""
"291","BD+66   582","133.00145006196","66.13149655138","53.81","-14.85","15.9238","49.208","K5V","0.7","974400.0","4000.0","0.7"
"292","Wolf  457","195.037763264765","3.47807312274194","53.83","-51.8908","-13.9408","3.2657","DAQZ8","","","",""
"293","*   9 Pup","117.942928972076","-13.8980324644622","53.83","-24.4859","46.1621","-12.9297","G0V","1.1","1531200.0","5500.0","1.0"
"294","2MASS J22521073-1730134","343.044796794401","-17.5038582619494","53.84","49.1151","-14.974","-16.1935","L4.5+T3.5","","","",""
"295","SCR J0420-7005","65.0523081747446","-70.0996197261722","53.85","7.7313","16.6195","-50.6344","M6Ve","0.26","361920.0","3000.0","0.3"
"296","GD 279","28.01234168009","47.00184754238","53.85","32.422","17.248","39.3846","DA3.6","","","",""
"297","L  454-9","104.274637064384","-39.1599118064039","53.86","-10.2973","40.4729","-34.0119","DA8.0","","","",""
"298","L  763-66","208.481796356077","-20.2453983612639","53.89","-44.4412","-24.1113","-18.6482","M1","0.46","640320.0","3000.0","0.3"
"299","G 195-36","145.596630364195","55.9836849577492","53.9","-24.8788","17.037","44.6765","M3V","0.38","528960.0","3000.0","0.3"
"300","G 242-2","336.786413959062","77.8660795591417","53.94","10.4201","-4.469","52.7349","dM5.5","","","",""
"301","L  159-126","284.91960423321","-63.4561405117217","53.98","6.2107","-23.3095","-48.2901","M4e","0.34","473280.0","3000.0","0.3"
"302","CD-24 12677","245.781846809832","-24.7097838078767","54.0","-20.1232","-44.7382","-22.5732","M2V","0.42","584640.0","3000.0","0.3"
"303","L  178-49","65.5520789601566","-57.4336128530828","54.0","12.0298","26.4607","-45.5095","M2.5V","0.42","584640.0","3000.0","0.3"
"304","HD 214100","339.040367617582","-0.841600554554444","54.01","50.4309","-19.3178","-0.7933","M1V","0.46","640320.0","3000.0","0.3"
"305","V* BY Dra","278.482383630026","51.7191382723017","54.02","4.9365","-33.1002","42.4048","K4Ve+K7.5Ve","0.74","1030080.0","4000.0","0.7"
"306","EGGR 307","21.3519432760508","-26.0123475317703","54.04","45.2322","17.6826","-23.7","DC","","","",""
"307","HD 116443","200.92018822325","2.72527437001","54.08","-50.4578","-19.2884","2.5713","K2V","0.82","1141440.0","4000.0","0.7"
"308","Wolf 1130","301.259146073539","54.4342317572922","54.09","16.3253","-26.8936","43.9994","sdM1","","","",""
"309","HD 116442","200.91314026186","2.72332682431","54.11","-50.4883","-19.2929","2.5709","G9V","0.92","1280640.0","5500.0","1.0"
"310","1RXS J010228.1+633256","15.6236094822713","63.5420987152","54.17","23.2432","6.4999","48.4963","M6pec","0.26","361920.0","3000.0","0.3"
"311","* psi05 Aur","101.68473722918","43.57742456382","54.18","-7.9492","38.437","37.3481","F9V","1.23","1712160.0","6500.0","1.3"
"312","WISE J032517.69-385454.1","51.3226114166667","-38.9147337777778","54.18","26.345","32.9106","-34.0339","T9","","","",""
"313","G 131-62","5.86663494451","24.30683750716","54.18","49.1186","5.047","22.3017","M4V","0.34","473280.0","3000.0","0.3"
"314","BD+49  1280","74.71072818347","49.84928714999","54.19","9.2139","33.705","41.4202","M0.0V","0.5","696000.0","3000.0","0.3"
"315","PSS 418-2","80.44967880261","17.34289487384","54.24","8.59","51.0566","16.1684","M3.5","0.38","528960.0","3000.0","0.3"
"316","G 195-55","150.7051662","48.4589739","54.27","-31.3869","17.6098","40.6201","M5.5V","0.3","417600.0","3000.0","0.3"
"317","CD-54   269","18.6424857960154","-53.9421140938969","54.27","30.2674","10.2111","-43.8731","M3V","0.38","528960.0","3000.0","0.3"
"318","G  63-36A","203.185851023755","16.8108649224742","54.27","-47.7548","-20.4538","15.6956","M3.5Ve","0.38","528960.0","3000.0","0.3"
"319","V* CU Cnc","127.90655910045","19.39427723037","54.31","-31.4734","40.4198","18.0346","M5Ve","0.3","417600.0","3000.0","0.3"
"320","PM J07533-3326","118.33489272763","-33.44225116782","54.32","-21.5132","39.8962","-29.9355","M3","0.38","528960.0","3000.0","0.3"
"321","BD+35  2439","200.241864093488","34.2789433687186","54.33","-42.1206","-15.5323","30.5999","M1V","0.46","640320.0","3000.0","0.3"
"322","G 212-5","313.242421304629","43.1733889548817","54.34","27.1496","-28.8685","37.1799","dM3.5","","","",""
"323","DENIS J125310.8-570924","193.295672248735","-57.1569037924586","54.35","-28.6861","-6.7788","-45.6626","L0.5","","","",""
"324","G 165-61","214.2615445","31.7129664","54.36","-38.2193","-26.0338","28.5751","M4.5Ve","0.34","473280.0","3000.0","0.3"
"325","2MASS J21513839-4853542","327.909971","-48.898403","54.36","30.2761","-18.9848","-40.9627","T4.5","","","",""
"326","HD  43162C","93.44657021575","-23.9068942017","54.37","-2.9882","49.6154","-22.0335","M3.5Ve","0.38","528960.0","3000.0","0.3"
"327","2MASS J04124640-0734097","63.1934483898671","-7.56948850888167","54.37","24.3061","48.1042","-7.1621","L2pec","","","",""
"328","G  63-36B","203.186484954292","16.8114578350869","54.37","-47.8424","-20.4919","15.7251","M4Ve","0.34","473280.0","3000.0","0.3"
"329","EGGR 471","38.1579395553088","-14.1977131266386","54.37","41.4459","32.5654","-13.3353","DC9","","","",""
"330","LP  548-37","147.342636998012","8.11252577685027","54.38","-45.325","29.0506","7.674","M7Ve","0.22","306240.0","3000.0","0.3"
"331","LP  695-372","310.68821620935","-5.0053260525","54.39","35.3239","-41.0849","-4.7454","M6.5","0.26","361920.0","3000.0","0.3"
"332","LP  649-66","33.1217285504429","-8.06940345413611","54.39","45.1012","29.4255","-7.6349","dM3.0","","","",""
"333","LP  839-29","101.67118097702","-21.83780611702","54.4","-10.2151","49.4523","-20.2357","M6Ve","0.26","361920.0","3000.0","0.3"
"334","G 134-30","35.5607062747913","45.7003002475872","54.41","30.9135","22.0998","38.941","M4.5Ve","0.34","473280.0","3000.0","0.3"
"335","StKM 1-928","168.16238076846","18.93484264132","54.44","-50.399","10.5634","17.6654","dM1.5","","","",""
"336","WISE J030237.56-581740.2","45.6557265833333","-58.2943937777778","54.45","20.002","20.4651","-46.3239","Y0:","","","",""
"337","2MASS J10433508+1213149","160.896182","12.220825","54.45","-50.2853","17.4166","11.526","L9","","","",""
"338","2MASS J09153413+0422045","138.892238","4.367943","54.45","-40.9075","35.6957","4.147","L6","","","",""
"339","CD-42   469","20.3941416281958","-41.6564027782983","54.45","38.132","14.1767","-36.1908","M0Vk:","0.5","696000.0","3000.0","0.3"
"340","HD  43162","93.43873073433","-23.86193654111","54.46","-2.9874","49.7152","-22.0309","G6.5V","0.98","1364160.0","5500.0","1.0"
"341","LP  840-16","107.029198561439","-22.8131417084036","54.48","-14.7069","48.0165","-21.1234","dM2.0","","","",""
"342","L  266-166","248.729917099016","-53.5773166103792","54.48","-11.7343","-30.1434","-43.8378","K7V","0.62","863040.0","4000.0","0.7"
"343","Ross  324","19.4609505638933","28.6704941137664","54.5","45.086","15.9312","26.1476","M0V","0.5","696000.0","3000.0","0.3"
"344","L  165-102","327.357971920982","-63.1144191187478","54.5","20.7529","-13.2935","-48.6092","M2V","0.42","584640.0","3000.0","0.3"
"345","L  472-66","197.335058264655","-40.157517366728","54.5","-39.761","-12.4109","-35.1466","M3.5V","0.38","528960.0","3000.0","0.3"
"346","Ross  622","132.932466989647","18.1249774281611","54.5","-35.2799","37.9226","16.9544","M1.5V","0.46","640320.0","3000.0","0.3"
