id,main_id,ra,dec,distance_ly,x,y,z,spectral_type,diameter_solar,diameter_km,temperature,mass,luminosity,r,g,b
1,CD-31   909,34.17165637266792,-30.988395714401385,43.74,31.021,21.06,-22.518,M3Ve,0.836,1163712.0,2840.0,0.336,0.02201,255,171,98
2,HD 239960,336.9978041181893,57.695897924620475,13.05,6.419,-2.725,11.03,M3,1.072,1492298.0,2840.0,0.459,0.06534,255,171,98
3,LP  658-106,84.34717510199626,-8.268442726214168,75.49,7.358,74.34,-10.856,M6Ve,1.004,1398140.0,2480.0,0.423,0.04913,255,158,68
4,SIPS J0253-7959,43.43531346071,-79.98701862309,57.01,7.198,6.815,-56.142,M5.5e,0.936,1303224.0,2540.0,0.387,0.03612,255,160,73
5,HD 191408,302.7997448709225,-36.10120881266862,19.61,8.583,-13.318,-11.554,K2.5V,0.799,1112259.0,4200.0,0.318,0.01806,255,210,175
6,LP  702-50,348.9771118262087,-6.462897122789722,54.69,53.342,-10.391,-6.156,M5.5Ve,0.778,1083331.0,2540.0,0.307,0.01609,255,160,73
7,HD 116442,200.91314026185998,2.72332682431,54.11,-50.485,-19.291,2.571,G9V,0.693,965292.0,4720.0,0.266,0.00972,255,222,195
8,L 1258-40,165.57514972163,16.5092904916,83.65,-77.676,19.98,23.772,M0V,1.374,1913203.0,3200.0,0.626,0.19377,255,183,123
9,LP  916-45,238.90369976876002,-32.0001139176,71.07,-31.128,-51.609,-37.661,M2,1.43,1990662.0,2960.0,0.658,0.23051,255,175,107
10,PM J16016-2625,240.41560813755,-26.421084639759997,79.74,-35.256,-62.101,-35.482,M0,0.983,1368785.0,3200.0,0.412,0.04478,255,183,123
11,CD-56  1032A,73.38000638631,-55.86030637067001,36.17,5.806,19.452,-29.939,M3Ve,1.298,1806836.0,2840.0,0.583,0.15087,255,171,98
12,HD 103095,178.2448639115646,37.718681698090286,29.91,-23.652,0.725,18.301,K1V_Fe-1.5,0.792,1102303.0,4380.0,0.314,0.01736,255,214,182
13,G 254-29,176.9224454840937,78.69116006356583,17.14,-3.356,0.18,16.804,M4.0V,1.325,1844891.0,2720.0,0.598,0.16527,255,167,89
14,HD 118972,205.26737731706996,-34.46415630434999,51.18,-38.161,-18.012,-28.963,K0V,1.248,1737800.0,4500.0,0.555,0.12722,255,217,187
15,G  68-5,349.367264330265,19.61311576931556,53.67,49.688,-9.328,18.015,M2V,1.494,2080110.0,2960.0,0.695,0.27938,255,175,107
16,LP  740-6,215.8493569818696,-14.926323268262497,66.98,-52.456,-37.901,-17.251,M5Ve,1.44,2004827.0,2600.0,0.663,0.23777,255,162,79
17,HD 115404,199.21271429067622,17.017178028140833,35.83,-32.357,-11.276,10.487,K2V,1.436,1999530.0,4260.0,0.661,0.23503,255,212,177
18,HD 111631,192.6815284142687,-0.7681299260380555,34.75,-33.901,-7.628,-0.466,M0V,0.634,882653.0,3200.0,0.238,0.00657,255,183,123
19,L  229-91,62.31528474005792,-53.37369167355971,49.37,13.683,26.079,-39.618,M3.5V,1.48,2060604.0,2780.0,0.687,0.2681,255,169,93
20,HD  30523,72.00475636392,-10.933646137779998,86.34,26.19,80.628,-16.377,K5Vk,0.858,1194894.0,3900.0,0.347,0.02471,255,203,161
21,BD+16  2708,223.62181743337788,16.101054997244447,32.45,-22.567,-21.506,8.998,M3V,0.553,769866.0,2840.0,0.201,0.00361,255,171,98
22,* p Eri A,24.94921956595,-56.193317864549996,26.71,13.475,6.269,-22.194,K2V,0.98,1363757.0,4260.0,0.41,0.04406,255,212,177
23,LP  606-35,135.52879348090917,0.5554013128447223,70.89,-50.583,49.658,0.687,M6V,0.846,1177459.0,2480.0,0.341,0.02317,255,158,68
24,HD 219134,348.3207290015033,57.16835661767194,21.34,11.329,-2.342,17.928,K3V,0.949,1320878.0,4140.0,0.394,0.03831,255,209,172
25,*  41 Ara,259.7659897989304,-46.63623344916972,28.67,-3.498,-19.375,-20.846,G9V,1.328,1848114.0,4720.0,0.599,0.16654,255,222,195
26,G  39-11,66.20507157634,32.44950324428,79.31,27.002,61.235,42.553,M2.5V,1.12,1558879.0,2900.0,0.484,0.07909,255,173,102
27,* gam Lep,86.115794237325,-22.448385487848334,29.04,1.818,26.782,-11.091,F6V,2.275,3166902.0,6280.0,1.175,1.75731,255,250,244
28,G 164-65,199.89457057463417,35.106991531729165,44.12,-33.941,-12.283,25.375,M3V,1.402,1950951.0,2840.0,0.641,0.21106,255,171,98
29,* alf Cep,319.6448846972256,62.5855744637194,49.05,17.209,-14.622,43.539,A8Vn,2.456,3419095.0,8040.0,1.293,2.45716,220,229,255
30,BD-03  2870,153.07361770816,-3.7456644563700006,25.14,-22.364,11.359,-1.642,M2V,1.022,1422882.0,2960.0,0.432,0.05305,255,175,107
31,* alf Cae,70.14046880567959,-41.863751263843064,66.48,16.819,46.565,-44.366,F2V,2.252,3134325.0,6760.0,1.16,1.67959,251,247,255
32,* iot Peg,331.75277295908,25.345098996239997,38.83,30.91,-16.607,16.62,F5V,2.056,2862531.0,6400.0,1.035,1.12942,255,252,247
33,LP  783-2,115.0807159367321,-17.41275359598222,29.85,-12.075,25.799,-8.934,M6.5Ve,1.354,1885224.0,2420.0,0.614,0.18167,255,155,62
34,BD+26  1715,121.49377107755,26.281355854019996,59.77,-27.995,45.695,26.464,K7V,1.229,1710212.0,3660.0,0.544,0.11862,255,196,149
35,G   9-38B,134.56311721624292,19.762732423316113,16.62,-10.974,11.143,5.619,M7V,1.337,1861166.0,2360.0,0.604,0.17174,255,153,56
36,BD+10  1857,130.68554072375,9.556700269444447,50.33,-32.357,37.638,8.357,M1V,0.898,1250006.0,3080.0,0.368,0.0301,255,179,115
37,StKM 1-1021,188.10968497884,20.39099291127,74.44,-69.074,-9.843,25.935,M2.5V,1.045,1454120.0,2900.0,0.444,0.05834,255,173,102
38,HD 192310,303.8224640668642,-27.032975451495552,28.74,14.249,-21.267,-13.062,K2+V,1.5,2088227.0,4260.0,0.698,0.28418,255,212,177
39,* gam Cep,354.83712672241,77.63236410594,44.98,9.594,-0.867,43.933,K1III-IVCN1,0.715,994671.0,4380.0,0.276,0.01108,255,214,182
40,*  39 Ser,238.30040490557002,13.196626233587223,57.99,-29.669,-48.039,13.24,G1VFe-1,1.633,2273583.0,5680.0,0.776,0.41227,255,240,227
41,HD  74576,130.82512654871584,-38.88238079093056,36.5,-18.576,21.502,-22.914,K3V,1.278,1779604.0,4140.0,0.572,0.14117,255,209,172
42,LSPM J0636+0619,99.15402798136417,6.319526979780278,67.4,-10.657,66.136,7.419,M6V,0.98,1364721.0,2480.0,0.41,0.0442,255,158,68
43,HD  28343,67.25051592924,21.922699247860002,36.62,13.139,31.333,13.674,M0.5V,1.103,1535111.0,3140.0,0.475,0.07395,255,181,119
44,G 272-61,24.756053899999998,-17.950568099999998,8.7,7.514,3.465,-2.681,M5.5V+M6V,1.392,1938115.0,2540.0,0.636,0.20505,255,160,73
45,G  96-10,74.01480214004833,43.2321232893725,52.22,10.477,36.574,35.767,M4.0V,1.144,1591858.0,2720.0,0.497,0.08668,255,167,89
46,V* EZ Aqr,339.6399,-15.2999325,11.11,10.046,-3.728,-2.931,M5V,1.395,1941341.0,2600.0,0.637,0.20655,255,162,79
47,HD 199288,314.4169530090684,-44.12937027833111,70.01,35.171,-35.894,-48.749,G2VFe-1.0,1.725,2400632.0,5560.0,0.831,0.52299,255,238,224
48,G  36-24,38.40489949341,24.927135386741394,32.57,23.144,18.347,13.726,M3.5Ve,1.21,1683938.0,2780.0,0.533,0.11085,255,169,93
49,* bet Vir,177.67382714942332,1.7647226497586115,35.88,-35.837,1.456,1.105,F9V,1.54,2143411.0,5920.0,0.721,0.31854,255,244,234
50,HD  76740,134.2669591149515,-29.8460136388717,61.75,-37.384,38.353,-30.73,F5V,2.309,3214770.0,6400.0,1.197,1.87652,255,252,247
51,LEHPM 3396,53.550910309240415,-49.89222999879111,28.96,11.086,15.009,-22.152,M9,1.493,2078346.0,2120.0,0.694,0.27835,255,142,29
52,V* YZ CMi,116.16738460269337,3.5524653409927773,19.53,-8.598,17.498,1.21,M4.0Ve,0.901,1254146.0,2720.0,0.369,0.03054,255,167,89
53,2MASS J03111547+0106307,47.81448689309,1.10857542993,54.77,36.771,40.573,1.06,M5.5V,1.485,2067244.0,2540.0,0.689,0.2719,255,160,73
54,HD  14691,35.506382093190005,-10.77753544788,97.34,77.84,55.536,-18.202,F3V(n),2.211,3078328.0,6640.0,1.134,1.55221,255,250,255
55,LSPM J0722+7305,110.63199269999998,73.0844973,71.37,-7.317,19.434,68.282,M4.5,1.376,1915540.0,2660.0,0.627,0.1948,255,165,84
56,Wolf  926,323.7097457965917,51.53711061786194,57.51,28.832,-21.172,45.03,M2.5V,1.416,1970643.0,2900.0,0.649,0.22054,255,173,102
57,HD 188100,297.91405008641993,44.12842152461,97.46,32.748,-61.813,67.855,G5,1.612,2243336.0,5200.0,0.763,0.38881,255,231,212
58,*  12 Oph,249.08937370706997,-2.3245869511758324,32.27,-11.508,-30.12,-1.309,K1V,1.478,2057655.0,4380.0,0.685,0.26643,255,214,182
59,CD-51 13128,329.42168151496287,-51.00617714777945,48.48,26.264,-15.519,-37.681,M2Ve,1.132,1575784.0,2960.0,0.491,0.08291,255,175,107
60,LSR J1835+3259,278.90783384444705,32.99814336087223,18.55,2.41,-15.373,10.105,M8.5V,0.997,1387770.0,2180.0,0.419,0.04756,255,145,36
61,HD 170510,277.38296991288,9.06208743574,89.94,11.413,-88.083,14.166,K2,1.126,1567092.0,4260.0,0.488,0.08093,255,212,177
62,G 240-52,258.7695673639392,66.88303154921527,96.8,-7.401,-37.276,89.026,M3.5Ve,1.415,1969359.0,2780.0,0.649,0.21991,255,169,93
63,L  210-11,306.9056275610666,-54.883114245227226,56.41,19.486,-25.947,-46.142,M4,1.361,1894743.0,2720.0,0.618,0.18572,255,167,89
64,*  41 Ara B,259.7623699927408,-46.636974471290834,28.79,-3.513,-19.454,-20.931,M0VpCa-3Cr-1,0.704,979783.0,3200.0,0.271,0.01037,255,183,123
65,HD 119850,206.43239816550954,14.891519918732497,17.73,-15.34,-7.626,4.556,M2V,0.743,1034619.0,2960.0,0.29,0.01316,255,175,107
66,HD  29697,70.32856338126459,20.901513035391943,43.09,13.552,37.908,15.374,K4V,1.358,1890850.0,4020.0,0.617,0.18405,255,206,166
67,V* YZ Cet,18.127653677659172,-16.998988336544166,12.12,11.017,3.607,-3.544,M4.0Ve,1.106,1539849.0,2720.0,0.477,0.07495,255,167,89
68,* zet01 Ret,49.44234772895417,-62.575320126845554,39.29,11.765,13.747,-34.87,G2.5VHdel1,1.749,2433963.0,5500.0,0.845,0.55552,255,237,222
69,HD   3041,8.5115688830523,43.0277384434001,96.93,70.08,10.488,66.142,K0,0.833,1159595.0,4500.0,0.335,0.02167,255,217,187
70,PM J10359+2853,158.9886220016,28.892081782729996,94.79,-77.471,29.756,45.797,M3.0V,0.849,1182156.0,2840.0,0.343,0.02358,255,171,98
71,LP  332-33,262.93826305284995,30.934730163280005,88.3,-9.311,-75.165,45.392,M4.5Ve,0.65,904131.0,2660.0,0.245,0.0073,255,165,84
72,G 100-46,88.34570238359,22.213828906909995,95.27,2.546,88.166,36.02,M4V,0.839,1168405.0,2720.0,0.338,0.0224,255,167,89
73,* eps Ind,330.8402234423433,-56.785978554364995,11.87,5.677,-3.167,-9.928,K5V,0.727,1011974.0,3900.0,0.282,0.01195,255,203,161
74,* alf CrB,233.67195203403162,26.714685000024716,77.21,-40.86,-55.567,34.712,A1IV,2.892,4025945.0,8880.0,1.586,5.02191,210,223,255
75,HD 207897,325.18659294506824,84.33349032838166,92.24,7.478,-5.2,91.794,K3,1.112,1547939.0,4140.0,0.48,0.07669,255,209,172
76,HD 223778,358.1058713611308,75.54454302957555,35.54,8.867,-0.293,34.415,K3V,0.961,1338096.0,4140.0,0.4,0.04055,255,209,172
77,HD 205390,324.1718480626437,-50.845385613552494,48.32,24.737,-17.859,-37.469,K1V,1.123,1563545.0,4380.0,0.486,0.08013,255,214,182
78,*  84 Cet,40.308321656748184,-0.6956623527493185,73.68,56.179,47.657,-0.895,F7V,1.86,2589718.0,6160.0,0.914,0.72871,255,248,241
79,BD+09  2636,187.8158544842325,8.810601294923334,44.74,-43.806,-6.013,6.854,M0V,1.367,1903312.0,3200.0,0.622,0.18942,255,183,123
80,* bet Eri,76.96239535462041,-5.086496983969999,89.99,20.22,87.321,-7.978,A3IV,3.918,5454129.0,8640.0,2.318,18.95595,213,225,255
81,FBS 0928+026,142.71183684947,2.45559746692,72.03,-57.258,43.6,3.086,M4.0V,0.884,1230918.0,2720.0,0.361,0.02814,255,167,89
82,* alf Cen,219.9020833333333,-60.83397222222223,4.34,-1.624,-1.358,-3.793,G2V+K1V,1.836,2556357.0,5560.0,0.899,0.68852,255,238,224
83,G 148-48,185.36272723405747,30.6432436428325,39.06,-33.458,-3.141,19.908,M5,1.184,1648716.0,2600.0,0.52,0.10106,255,162,79
84,LP  593-68,57.750114467674585,-0.87914513003,47.88,25.546,40.488,-0.735,M8.0V,1.341,1866029.0,2240.0,0.606,0.17372,255,148,43
85,G 146-72,163.7736857390004,47.241751516027776,97.07,-63.277,18.415,71.272,M2V,0.856,1192032.0,2960.0,0.346,0.02445,255,175,107
86,APMPM J2101-4125,315.2659149265958,-41.24257824909277,61.23,32.706,-32.404,-40.366,M4,1.268,1765452.0,2720.0,0.566,0.13632,255,167,89
87,* gam Ser,239.11326107375749,15.661613772328334,36.42,-18.0,-30.091,9.831,F6V,2.183,3038856.0,6280.0,1.116,1.467,255,250,244
88,LP  804-27,243.17408087087998,-18.875503261539997,47.54,-20.299,-40.141,-15.379,M3V,0.995,1384665.0,2840.0,0.418,0.04709,255,171,98
89,2MASS J21511011-1141181,327.79211620866,-11.68838907335,83.32,69.039,-43.489,-16.88,M7.0,0.945,1314980.0,2360.0,0.392,0.03757,255,153,56
90,HD 154363,256.26414346221156,-5.066510817526111,34.13,-8.072,-33.023,-3.014,K4/5V,1.462,2034847.0,4020.0,0.676,0.25375,255,206,166
91,HD  46588,101.55895815460333,79.56481070916527,59.37,-2.155,10.535,58.387,F7V,2.036,2833634.0,6160.0,1.022,1.08038,255,248,241
92,HD  23588A,56.350599060264166,-27.862469228668886,67.26,32.948,49.499,-31.434,K5V,0.975,1356525.0,3900.0,0.407,0.04305,255,203,161
93,Wolf  227,58.17396601833333,17.017824924822495,31.51,15.89,25.603,9.223,M5V,1.291,1796389.0,2600.0,0.578,0.14709,255,162,79
94,* alf And,2.0969161856756404,29.090431118059698,97.01,84.719,3.102,47.167,B8IV-VHgMn,10.866,15125286.0,19040.0,8.295,1643.52123,172,199,255
95,LP  138-36,259.41072243326,52.40618096551001,60.47,-6.779,-36.262,47.914,M3.5V,0.627,872179.0,2780.0,0.234,0.00623,255,169,93
96,HD 152705,254.1778011174,-39.13687615492999,51.18,-10.824,-38.194,-32.305,K3/4V,1.303,1813660.0,4140.0,0.585,0.15337,255,209,172
97,HD  55575,108.95891323603,47.23996344559,54.96,-12.124,35.292,40.355,F9V,1.544,2149590.0,5920.0,0.724,0.32257,255,244,234
98,* c UMa,138.58559181927,61.42331696219999,66.0,-23.678,20.885,57.964,G0V,1.645,2289489.0,5800.0,0.783,0.42504,255,242,231
99,NAME Barnard's star,269.4520769586187,4.693364966576667,5.96,-0.057,-5.943,0.488,M4V,0.844,1175377.0,2720.0,0.34,0.02299,255,167,89
100,LSPM J1547+2241,236.91965955520004,22.68793305081,92.57,-46.617,-71.563,35.706,M4.5V,0.84,1168619.0,2660.0,0.338,0.02242,255,165,84
101,2MASS J11155037-6731332,168.9597866808971,-67.52587260819223,56.69,-21.27,4.15,-52.386,M8V,1.068,1486521.0,2240.0,0.456,0.06424,255,148,43
102,G 270-164,17.57296110555,-11.854835666429999,60.01,55.99,17.732,-12.328,M3.0,0.661,920217.0,2840.0,0.251,0.00788,255,171,98
103,NAME Scholz's star,110.013557,-8.780528999999998,21.92,-7.414,20.354,-3.346,M9.5+T5,1.076,1498170.0,2060.0,0.461,0.06647,255,139,21
104,* zet02 UMa,200.9846746374,54.92180938212,80.97,-43.448,-16.665,66.265,kA1h(eA)mA7IV-V,1.097,1527487.0,3900,0.472,0.07236,255,203,161
105,HD 152391,253.24501048327,-0.02642177669888889,54.83,-15.808,-52.507,-0.025,G8.5Vk:,0.841,1171328.0,4780.0,0.339,0.02265,255,223,198
106,BD-14  4622,260.67908600924994,-14.960345204080003,99.78,-15.613,-95.125,-25.758,K8Vk:,0.733,1019935.0,3540.0,0.285,0.01236,255,193,143
107,G  50-12,119.53789171621293,7.28373716971,42.76,-20.91,36.9,5.421,M5V,1.324,1843148.0,2600.0,0.597,0.16459,255,162,79
108,HD   7438,18.593462148530005,-7.910903405149999,78.26,73.472,24.717,-10.772,K1(V),1.101,1532699.0,4380.0,0.474,0.07344,255,214,182
109,Ross  588,56.992074890728745,2.787819673357222,57.23,31.142,47.939,2.784,M0V,1.411,1964042.0,3200.0,0.647,0.21732,255,183,123
110,HD  82106,142.47843826217374,5.6551314860244455,41.71,-32.921,25.281,4.11,K3V,1.231,1713294.0,4140.0,0.545,0.11956,255,209,172
111,HD  16160,39.020422237076254,6.886773237304166,23.58,18.185,14.737,2.827,K3V,1.134,1579209.0,4140.0,0.492,0.0837,255,209,172
112,LSPM J1730+3344,262.61130039346,33.747918306500004,85.05,-9.095,-70.133,47.25,M3.5V,0.7,974178.0,2780.0,0.269,0.01011,255,169,93
113,* gam CrA B,286.6045925799996,-37.06370357783444,56.37,12.855,-43.107,-33.976,F8/G1,1.878,2614653.0,6040.0,0.925,0.7599,255,246,237
114,L  736-30,73.45824967757042,-17.773419240445,38.97,10.566,35.576,-11.897,M3V,1.063,1479222.0,2840.0,0.454,0.06287,255,171,98
115,BD+21  2486B,196.56395472137,20.72898082062,64.26,-57.608,-17.134,22.745,M4,0.931,1296295.0,2720.0,0.385,0.03529,255,167,89
116,BD-12  6393,344.97351356302,-11.381695025700003,84.79,80.28,-21.551,-16.733,K7V,0.718,999267.0,3660.0,0.278,0.0113,255,196,149
117,* zet Aql,286.35253339791666,13.86347728111111,85.31,23.319,-79.473,20.441,A0IV-Vnn,3.332,4638800.0,9000.0,1.893,9.33462,209,222,255
118,HD  66573,121.12435451198789,9.267928180821391,97.3,-49.638,82.208,15.671,G5VFe-1.3CH-1,1.722,2396991.0,5200.0,0.829,0.51953,255,231,212
119,HD  42286,91.51468068642542,-59.54320480534723,88.35,-1.184,44.768,-76.159,K1V,0.894,1244722.0,4380.0,0.366,0.02955,255,214,182
120,CD-36   491,19.31420230744,-35.71589267681999,56.76,43.492,15.243,-33.136,M2.5V,1.048,1459475.0,2900.0,0.446,0.05928,255,173,102
121,HD  30708,72.87267960067,35.81513993698,97.96,23.395,75.917,57.326,G5,1.836,2556325.0,5200.0,0.899,0.68848,255,231,212
122,HD 285968,70.73239591997876,18.958165540845552,30.94,9.655,27.62,10.051,M2.5V,1.383,1925664.0,2900.0,0.631,0.19935,255,173,102
123,LP  932-81,342.15994507932663,-31.144776762959154,65.67,53.506,-17.22,-33.967,M3,0.622,866439.0,2840.0,0.232,0.00606,255,171,98
124,G  39-29,69.55259859999998,28.216642,39.53,12.17,32.642,18.692,M4.5Ve,0.561,780624.0,2660.0,0.204,0.00384,255,165,84
125,HD   1326B,4.607604753587916,44.02724789773806,11.62,8.328,0.671,8.076,M3.5V,1.495,2081073.0,2780.0,0.695,0.27995,255,169,93
126,HD 144628,242.42831020914997,-56.44515033043777,48.36,-12.372,-23.694,-40.3,K2V,1.178,1639107.0,4260.0,0.516,0.09851,255,212,177
127,HD 139763,235.14404171632,-18.04902767988,50.82,-27.614,-39.648,-15.745,K6Vk,0.963,1339898.0,3780.0,0.401,0.04079,255,200,155
128,BD+21  1764,122.05494099344833,21.105069152108335,58.23,-28.834,46.045,20.969,K7Ve,0.615,856540.0,3660.0,0.229,0.00576,255,196,149
129,2MASS J08352366+1029318,128.8486048502,10.492245035069999,88.39,-54.52,67.691,16.097,M7.9V,1.062,1477765.0,2252.0,0.453,0.0626,255,148,45
130,* eps Eri,53.23268537982792,-9.458260970518056,10.5,6.201,8.298,-1.726,K2V,1.341,1866404.0,4260.0,0.607,0.17387,255,212,177
131,G 262-29,312.99941244603997,69.16876969407,71.54,17.35,-18.606,66.864,M1V,0.857,1193240.0,3080.0,0.347,0.02456,255,179,115
132,HD  42581,92.64422889923625,-21.86462676470167,18.79,-0.805,17.421,-6.998,M1V,1.079,1502644.0,3080.0,0.463,0.06735,255,179,115
133,HD  17925,43.13386744000459,-12.769713348950832,33.79,24.05,22.532,-7.469,K1V,1.276,1775962.0,4380.0,0.57,0.13991,255,214,182
134,G   9-38,134.5627574,19.7630445,17.17,-11.336,11.51,5.804,M7V+M7V,1.003,1395807.0,2360.0,0.422,0.04877,255,153,56
135,G  39-9,65.63957035043207,39.01212041390445,65.28,20.921,46.205,41.091,M5V,0.742,1032703.0,2600.0,0.289,0.01305,255,162,79
136,HD  32147,75.20416393843666,-5.7536734242200005,28.85,7.329,27.749,-2.892,K3+V,0.931,1296245.0,4140.0,0.385,0.03528,255,209,172
137,PM J21047-0418,316.19999396189996,-4.307363452939999,80.9,58.227,-55.837,-6.076,M4,1.041,1449473.0,2720.0,0.442,0.05753,255,167,89
138,* alf Men B,92.55735040883,-74.75333413662,33.33,-0.391,8.755,-32.154,M3.5,1.393,1939443.0,2780.0,0.636,0.20566,255,169,93
139,BD+43   699,50.88952543025,43.95728631718111,86.61,39.329,48.376,60.117,K3V,1.021,1421484.0,4140.0,0.432,0.05282,255,209,172
140,HD 144253,241.4186673734042,-20.450030556269443,58.37,-26.163,-48.024,-20.393,K3V,1.334,1857549.0,4140.0,0.603,0.17029,255,209,172
141,HD  17922,43.55879198360001,42.58878515272,97.32,51.924,49.375,65.861,F5,2.13,2964848.0,6400.0,1.082,1.31699,255,252,247
142,* Y Vel,157.84092029716916,-53.71548360761639,71.96,-39.438,16.062,-58.003,F9VFe-0.8CH-0.7,1.812,2522789.0,5920.0,0.884,0.64983,255,244,234
143,* pi.03 Ori,72.46004668811875,6.961277950629445,26.17,7.829,24.772,3.172,F6V,1.96,2728791.0,6280.0,0.975,0.9161,255,250,244
144,HD 166620,272.4059008797504,38.45777722677251,36.19,1.19,-28.314,22.508,K2V,0.888,1236506.0,4260.0,0.363,0.0287,255,212,177
145,HD 171314,278.32400012148,22.31425335097028,76.34,10.224,-69.879,28.985,K4V,0.754,1049139.0,4020.0,0.295,0.01399,255,206,166
146,CD-45  5378,146.12431987074373,-45.776507677690276,30.72,-17.789,11.943,-22.015,M1V,1.339,1864496.0,3080.0,0.606,0.17309,255,179,115
147,* sig Dra,293.0899592077504,69.66117661255723,18.8,2.563,-6.011,17.627,K0V,1.05,1462179.0,4500.0,0.447,0.05977,255,217,187
148,HD 197076,310.1880863450021,19.935536143921947,68.31,41.44,-49.058,23.292,G5V,1.679,2337003.0,5200.0,0.804,0.465,255,231,212
149,HD 217357,345.067175625525,-22.52434713235611,26.85,23.965,-6.391,-10.286,K7+Vk,0.627,873302.0,3660.0,0.235,0.00627,255,196,149
150,G 207-16,286.929114,32.544917,27.13,6.661,-21.883,14.597,M3V,0.877,1220686.0,2840.0,0.357,0.02713,255,171,98
151,LSPM J0025+5422,6.316824072250832,54.38191695645778,54.68,31.649,3.503,44.447,M6.5V,1.26,1753958.0,2420.0,0.561,0.13248,255,155,62
152,BD+03   515,55.29383725719,3.611374321529999,84.45,47.99,69.291,5.32,K4/5V,1.132,1575923.0,4020.0,0.491,0.08294,255,206,166
153,BD-03  3952,247.6791880621,-3.98939537075,88.79,-33.64,-81.938,-6.177,K5,1.179,1641554.0,3900.0,0.517,0.09915,255,203,161
154,G 183-13A,269.2649738111046,15.778575347680274,69.35,-0.856,-66.727,18.857,M3V,0.869,1209967.0,2840.0,0.353,0.0261,255,171,98
155,* chi Her,238.16892103821044,42.45151746635472,51.85,-20.178,-32.505,34.998,F8VFe-2Hdel-1,2.157,3002045.0,6040.0,1.099,1.39082,255,246,237
156,CPD-20   550,65.38170823717417,-19.756493672382497,80.43,31.534,68.818,-27.189,K5V,1.154,1606353.0,3900.0,0.503,0.09018,255,203,161
157,Wolf  230,76.95541786268959,17.982683217700277,37.88,8.133,35.102,11.695,M2V,0.816,1135440.0,2960.0,0.326,0.01977,255,175,107
158,HD  32778,75.57099028987875,-56.080600979798334,72.79,10.121,39.335,-60.4,G7VFe-1.4CH-1.2,1.456,2026872.0,4960.0,0.673,0.24942,255,227,204
159,HD 200525,317.34360665867666,-73.17281681807695,69.41,14.776,-13.614,-66.434,F9.5V,1.737,2417771.0,5860.0,0.838,0.53953,255,243,232
160,G 264-18,331.4390199072129,65.64875221331806,76.55,27.722,-15.09,69.738,M1.5V,1.448,2015812.0,3020.0,0.668,0.24352,255,177,111
161,LP  833-4,56.73106948162917,-22.904182724892497,88.79,44.868,68.385,-34.557,M4.5Ve,0.75,1043374.0,2660.0,0.293,0.01365,255,165,84
162,LP  411-6,41.64464305138,16.419501011884723,45.55,32.65,29.034,12.876,M6V,0.834,1161622.0,2480.0,0.335,0.02184,255,158,68
163,MCC 858,346.52019380785,63.926210160950006,78.37,33.498,-8.03,70.397,M0.3V,1.102,1534369.0,3164.0,0.475,0.07379,255,182,120
164,BD+54  1862,257.55148000626,54.49014193373001,69.29,-8.676,-39.303,56.406,K6V,1.04,1447963.0,3780.0,0.442,0.05726,255,200,155
165,*  15 Sge,301.0259198680087,17.070187932333607,57.96,28.56,-47.483,17.015,G0V,1.666,2318378.0,5800.0,0.796,0.44901,255,242,231
166,* ksi Boo A,222.84745194146,19.10044994484,22.03,-15.261,-14.155,7.208,G7Ve,0.927,1289847.0,4960.0,0.382,0.03453,255,227,204
167,* mu.01 Her,266.61478040032705,27.720711383034715,27.2,-1.422,-24.034,12.651,G5IV,1.547,2153631.0,5200.0,0.725,0.32523,255,231,212
168,CD-26 11751,254.88860821649288,-26.26788500018861,90.64,-21.19,-78.473,-40.116,M1,1.494,2079154.0,3080.0,0.694,0.27882,255,179,115
169,HD  92719,160.55550368924,-13.787714243629999,77.83,-71.274,25.162,-18.548,G1.5V,1.628,2266042.0,5620.0,0.773,0.40632,255,239,225
170,PM J00463+3522,11.590981957630003,35.37008274764,94.55,75.524,15.491,54.729,M1.5Ve,0.694,966653.0,3020.0,0.267,0.00978,255,177,111
171,HD 145417,243.4523285223837,-57.57051221935112,44.35,-10.629,-21.274,-37.431,K3VFe-1.7,1.292,1797976.0,4140.0,0.579,0.14766,255,209,172
172,HD  85512,147.77938251114998,-43.502784357244174,36.78,-22.571,14.225,-25.32,K6Vk:,0.614,854450.0,3780.0,0.228,0.0057,255,200,155
173,PM J07497-0320,117.42560110137003,-3.342770106310001,56.4,-25.935,49.978,-3.289,M3.5V,1.316,1832344.0,2780.0,0.593,0.16041,255,169,93
174,PM J10096-1750,152.40116026735,-17.84107466586,69.68,-58.779,30.727,-21.347,M2,1.475,2052716.0,2960.0,0.683,0.26364,255,175,107
175,LP  647-13,17.46334209827458,-3.723997223219166,34.47,32.811,10.322,-2.239,M9Ve,1.18,1642641.0,2120.0,0.517,0.09944,255,142,29
176,PM J07080+2233,107.00270998282,22.55766803011,82.08,-22.164,72.484,31.485,M3.59,1.089,1516088.0,2769.2,0.468,0.07002,255,169,92
177,LP   36-276,146.28574401142,71.74752827696,96.02,-25.017,16.693,91.191,M5.5,0.729,1015035.0,2540.0,0.283,0.0121,255,160,73
178,HD  42618,93.00236202456291,6.783071606854445,79.6,-4.14,78.931,9.401,G4V,1.794,2497430.0,5320.0,0.873,0.62174,255,234,216
